model,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,acc_mean,n_mean
graphsage,0.9190632894030021,0.0006717267562943544,0.9131100392294483,0.00065794149945978,0.9250966639690675,0.001796150018472996,0.9162274618585298,7210.0
