sample,vd_gt,vd_mvis,vd_srus,md_gt,md_mvis,md_srus,vd_err_mvis,vd_err_srus,md_err_mvis,md_err_srus
0,94.41479586638204,81.78710937499999,0.013671875,21.399861116100084,26.449694568922407,20.665003038754524,12.62768649138205,94.40112399138204,5.049833452822323,0.7348580773455602
1,90.1924276677277,68.9697265625,0.030184659090909092,32.540978571650555,29.769404842840377,26.31186181676405,21.2227011052277,90.16224300863679,2.7715737288101785,6.229116754886505
2,91.21782146407591,85.44921875,0.045817057291666664,35.19236434469952,35.509401767476994,34.053734797682985,5.768602714075911,91.17200440678424,0.3170374227774744,1.138629547016535
3,91.47395124216457,84.8388671875,0.018798828125,22.64780051361317,27.825989567145225,22.64838454185804,6.635084054664574,91.45515241403957,5.178189053532055,0.0005840282448694722
4,85.16907985697463,77.51464843749999,0.056265024038461536,34.03391919487377,37.81728184237532,35.58286843458634,7.654431419474648,85.11281483293617,3.783362647501555,1.5489492397125701
