dataset,subgroup,file,model,has_anomaly_in_test,n_test,n_train,wlen,W,Wp,theta,val_metric,n_detections,n_windows_test,nab_score,raw,null,ideal,ok
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-20.csv,GRU,False,216,504,50,80,1,3.0,-0.0,0,0,0.0,"{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-20.csv,TCN,False,216,504,50,80,1,4.0,-0.0,1,0,0.0,"{'tp': 0.0, 'fp': 1.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.410000000000004}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-18.csv,Transformer,False,216,504,50,80,1,2.5,-0.0,0,0,0.0,"{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-18.csv,TSMixer,False,216,504,50,80,1,3.0,-0.0,16,0,0.0,"{'tp': 0.0, 'fp': 8.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 46.64}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-19.csv,TCN,True,216,504,50,80,3,3.5,-0.0,6,1,92.61904761904756,"{'tp': 1.0, 'fp': 0.5, 'tn': 212.0, 'fn': 0, 'n_windows': 1, 'weighted': 47.585}","{'tp': 0.0, 'fp': 0.0, 'tn': 212.0, 'fn': 1, 'n_windows': 1, 'weighted': 45.64}","{'tp': 1.1, 'fp': 0.0, 'tn': 212.0, 'fn': 0, 'n_windows': 1, 'weighted': 47.74}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-19.csv,Transformer,True,216,504,50,10,1,3.0,-0.75,0,1,0.0,"{'tp': 0.0, 'fp': 0.0, 'tn': 212.0, 'fn': 1, 'n_windows': 1, 'weighted': 45.64}","{'tp': 0.0, 'fp': 0.0, 'tn': 212.0, 'fn': 1, 'n_windows': 1, 'weighted': 45.64}","{'tp': 1.1, 'fp': 0.0, 'tn': 212.0, 'fn': 0, 'n_windows': 1, 'weighted': 47.74}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-22.csv,IsolationForest,True,216,504,50,80,1,3.0,-0.0,6,1,98.63945578231277,"{'tp': 1.0714285714285714, 'fp': 0.0, 'tn': 208.0, 'fn': 0, 'n_windows': 1, 'weighted': 46.83142857142857}","{'tp': 0.0, 'fp': 0.0, 'tn': 208.0, 'fn': 1, 'n_windows': 1, 'weighted': 44.76}","{'tp': 1.1, 'fp': 0.0, 'tn': 208.0, 'fn': 0, 'n_windows': 1, 'weighted': 46.86}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-23.csv,GRU,True,216,504,50,10,1,3.0,-0.75,0,1,0.0,"{'tp': 0.0, 'fp': 0.0, 'tn': 213.0, 'fn': 1, 'n_windows': 1, 'weighted': 45.86}","{'tp': 0.0, 'fp': 0.0, 'tn': 213.0, 'fn': 1, 'n_windows': 1, 'weighted': 45.86}","{'tp': 1.1, 'fp': 0.0, 'tn': 213.0, 'fn': 0, 'n_windows': 1, 'weighted': 47.96}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-19.csv,TSMixer,True,216,504,50,80,3,4.0,-0.0,6,1,95.7936507936509,"{'tp': 1.0666666666666667, 'fp': 0.5, 'tn': 212.0, 'fn': 0, 'n_windows': 1, 'weighted': 47.65166666666667}","{'tp': 0.0, 'fp': 0.0, 'tn': 212.0, 'fn': 1, 'n_windows': 1, 'weighted': 45.64}","{'tp': 1.1, 'fp': 0.0, 'tn': 212.0, 'fn': 0, 'n_windows': 1, 'weighted': 47.74}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-19.csv,IsolationForest,True,216,504,50,80,1,3.0,-0.0,3,1,-5.238095238095207,"{'tp': 0.0, 'fp': 1.0, 'tn': 212.0, 'fn': 1, 'n_windows': 1, 'weighted': 45.53}","{'tp': 0.0, 'fp': 0.0, 'tn': 212.0, 'fn': 1, 'n_windows': 1, 'weighted': 45.64}","{'tp': 1.1, 'fp': 0.0, 'tn': 212.0, 'fn': 0, 'n_windows': 1, 'weighted': 47.74}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-22.csv,GRU,True,216,504,50,80,1,2.5,-0.0,0,1,0.0,"{'tp': 0.0, 'fp': 0.0, 'tn': 208.0, 'fn': 1, 'n_windows': 1, 'weighted': 44.76}","{'tp': 0.0, 'fp': 0.0, 'tn': 208.0, 'fn': 1, 'n_windows': 1, 'weighted': 44.76}","{'tp': 1.1, 'fp': 0.0, 'tn': 208.0, 'fn': 0, 'n_windows': 1, 'weighted': 46.86}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-22.csv,TCN,True,216,504,50,80,1,3.0,-0.0,7,1,88.8435374149658,"{'tp': 1.0857142857142856, 'fp': 2.0, 'tn': 208.0, 'fn': 0, 'n_windows': 1, 'weighted': 46.62571428571428}","{'tp': 0.0, 'fp': 0.0, 'tn': 208.0, 'fn': 1, 'n_windows': 1, 'weighted': 44.76}","{'tp': 1.1, 'fp': 0.0, 'tn': 208.0, 'fn': 0, 'n_windows': 1, 'weighted': 46.86}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-21.csv,TCN,False,216,504,50,80,1,2.5,-0.0,17,0,0.0,"{'tp': 0.0, 'fp': 7.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 46.75}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-21.csv,Transformer,False,216,504,50,80,1,2.5,-0.0,0,0,0.0,"{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-23.csv,TSMixer,True,216,504,50,10,1,3.0,-0.75,0,1,0.0,"{'tp': 0.0, 'fp': 0.0, 'tn': 213.0, 'fn': 1, 'n_windows': 1, 'weighted': 45.86}","{'tp': 0.0, 'fp': 0.0, 'tn': 213.0, 'fn': 1, 'n_windows': 1, 'weighted': 45.86}","{'tp': 1.1, 'fp': 0.0, 'tn': 213.0, 'fn': 0, 'n_windows': 1, 'weighted': 47.96}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-23.csv,IsolationForest,True,216,504,50,80,1,2.5,-0.0,1,1,97.61904761904742,"{'tp': 1.05, 'fp': 0.0, 'tn': 213.0, 'fn': 0, 'n_windows': 1, 'weighted': 47.91}","{'tp': 0.0, 'fp': 0.0, 'tn': 213.0, 'fn': 1, 'n_windows': 1, 'weighted': 45.86}","{'tp': 1.1, 'fp': 0.0, 'tn': 213.0, 'fn': 0, 'n_windows': 1, 'weighted': 47.96}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-21.csv,TSMixer,False,216,504,50,80,1,2.5,-0.0,6,0,0.0,"{'tp': 0.0, 'fp': 4.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.080000000000005}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-21.csv,IsolationForest,False,216,504,50,80,1,2.5,-0.0,2,0,0.0,"{'tp': 0.0, 'fp': 2.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.300000000000004}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-23.csv,TCN,True,216,504,50,80,1,4.0,-0.0,1,1,-2.6190476190476035,"{'tp': 0.0, 'fp': 0.5, 'tn': 213.0, 'fn': 1, 'n_windows': 1, 'weighted': 45.805}","{'tp': 0.0, 'fp': 0.0, 'tn': 213.0, 'fn': 1, 'n_windows': 1, 'weighted': 45.86}","{'tp': 1.1, 'fp': 0.0, 'tn': 213.0, 'fn': 0, 'n_windows': 1, 'weighted': 47.96}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-23.csv,Transformer,True,216,504,50,10,1,3.0,-0.75,6,1,-15.714285714285623,"{'tp': 0.0, 'fp': 3.0, 'tn': 213.0, 'fn': 1, 'n_windows': 1, 'weighted': 45.53}","{'tp': 0.0, 'fp': 0.0, 'tn': 213.0, 'fn': 1, 'n_windows': 1, 'weighted': 45.86}","{'tp': 1.1, 'fp': 0.0, 'tn': 213.0, 'fn': 0, 'n_windows': 1, 'weighted': 47.96}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-20.csv,Transformer,False,216,504,50,80,1,3.0,-0.0,0,0,0.0,"{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-20.csv,TSMixer,False,216,504,50,80,1,2.5,-0.0,4,0,0.0,"{'tp': 0.0, 'fp': 3.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.190000000000005}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}","{'tp': 0.0, 'fp': 0.0, 'tn': 216.0, 'fn': 0, 'n_windows': 0, 'weighted': 47.52}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-22.csv,Transformer,True,216,504,50,80,1,3.0,-0.0,10,1,88.8435374149658,"{'tp': 1.0857142857142856, 'fp': 2.0, 'tn': 208.0, 'fn': 0, 'n_windows': 1, 'weighted': 46.62571428571428}","{'tp': 0.0, 'fp': 0.0, 'tn': 208.0, 'fn': 1, 'n_windows': 1, 'weighted': 44.76}","{'tp': 1.1, 'fp': 0.0, 'tn': 208.0, 'fn': 0, 'n_windows': 1, 'weighted': 46.86}",True
microsoft,middle-tier-api-dependency-latency,middle-tier-api-dependency-latency/outbound-22.csv,TSMixer,True,216,504,50,80,1,3.0,-0.0,7,1,92.04081632653066,"{'tp': 1.042857142857143, 'fp': 1.0, 'tn': 208.0, 'fn': 0, 'n_windows': 1, 'weighted': 46.69285714285714}","{'tp': 0.0, 'fp': 0.0, 'tn': 208.0, 'fn': 1, 'n_windows': 1, 'weighted': 44.76}","{'tp': 1.1, 'fp': 0.0, 'tn': 208.0, 'fn': 0, 'n_windows': 1, 'weighted': 46.86}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-01.csv,IsolationForest,False,4752,11088,64,47,1,4.0,-0.0,10,0,0.0,"{'tp': 0.0, 'fp': 3.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.1100000000001}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-02.csv,GRU,False,4752,11088,64,47,3,4.0,-6.0,44,0,0.0,"{'tp': 0.0, 'fp': 13.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1044.01}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-03.csv,IsolationForest,False,4752,11088,64,47,1,3.5,-0.0,7,0,0.0,"{'tp': 0.0, 'fp': 3.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.1100000000001}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-04.csv,GRU,False,4752,11088,64,47,1,4.0,-14.0,114,0,0.0,"{'tp': 0.0, 'fp': 26.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1042.5800000000002}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-01.csv,GRU,False,4752,11088,64,190,1,4.0,-21.0,97,0,0.0,"{'tp': 0.0, 'fp': 12.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1044.1200000000001}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-01.csv,TCN,False,4752,11088,64,95,1,4.0,-17.0,90,0,0.0,"{'tp': 0.0, 'fp': 23.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1042.91}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-03.csv,GRU,False,4752,11088,64,47,3,4.0,-4.0,15,0,0.0,"{'tp': 0.0, 'fp': 8.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1044.56}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-03.csv,TCN,False,4752,11088,64,47,3,4.0,-9.0,70,0,0.0,"{'tp': 0.0, 'fp': 20.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1043.24}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-02.csv,TSMixer,False,4752,11088,64,47,3,4.0,-3.0,23,0,0.0,"{'tp': 0.0, 'fp': 10.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1044.3400000000001}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-02.csv,IsolationForest,False,4752,11088,64,47,1,3.5,-0.0,8,0,0.0,"{'tp': 0.0, 'fp': 5.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1044.89}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-02.csv,TCN,False,4752,11088,64,47,1,4.0,-9.0,54,0,0.0,"{'tp': 0.0, 'fp': 21.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1043.13}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-02.csv,Transformer,False,4752,11088,64,47,3,4.0,-8.0,60,0,0.0,"{'tp': 0.0, 'fp': 13.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1044.01}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-machine-rps,mongodb-machine-rps/machine-01.csv,IsolationForest,True,6048,14112,64,60,1,4.0,-0.0,6,9,-1.1640211640213027,"{'tp': 0.0, 'fp': 2.0, 'tn': 6007.0, 'fn': 9, 'n_windows': 9, 'weighted': 1312.32}","{'tp': 0.0, 'fp': 0.0, 'tn': 6007.0, 'fn': 9, 'n_windows': 9, 'weighted': 1312.54}","{'tp': 9.9, 'fp': 0.0, 'tn': 6007.0, 'fn': 0, 'n_windows': 9, 'weighted': 1331.44}",True
microsoft,service-unavailable,service-unavailable/unavail-01.csv,GRU,False,4752,11088,64,47,1,2.5,-0.0,0,0,0.0,"{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-04.csv,TCN,False,4752,11088,64,47,1,4.0,-10.0,91,0,0.0,"{'tp': 0.0, 'fp': 19.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1043.3500000000001}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-04.csv,Transformer,False,4752,11088,64,47,3,4.0,-4.0,104,0,0.0,"{'tp': 0.0, 'fp': 20.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1043.24}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-01.csv,Transformer,False,4752,11088,64,47,1,4.0,-16.0,75,0,0.0,"{'tp': 0.0, 'fp': 18.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1043.46}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-01.csv,TSMixer,False,4752,11088,64,47,3,4.0,-4.0,31,0,0.0,"{'tp': 0.0, 'fp': 11.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1044.23}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-04.csv,TSMixer,False,4752,11088,64,190,3,4.0,-8.0,77,0,0.0,"{'tp': 0.0, 'fp': 14.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1043.9}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-04.csv,IsolationForest,False,4752,11088,64,80,1,4.0,-1.0,41,0,0.0,"{'tp': 0.0, 'fp': 10.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1044.3400000000001}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-machine-rps,mongodb-machine-rps/machine-01.csv,GRU,True,6048,14112,64,60,3,4.0,-21.0,104,9,26.101430976430887,"{'tp': 3.254545454545455, 'fp': 12.0125, 'tn': 6007.0, 'fn': 6, 'n_windows': 9, 'weighted': 1317.4731704545454}","{'tp': 0.0, 'fp': 0.0, 'tn': 6007.0, 'fn': 9, 'n_windows': 9, 'weighted': 1312.54}","{'tp': 9.9, 'fp': 0.0, 'tn': 6007.0, 'fn': 0, 'n_windows': 9, 'weighted': 1331.44}",True
microsoft,mongodb-machine-rps,mongodb-machine-rps/machine-01.csv,TCN,True,6048,14112,64,241,1,4.0,-9.0,62,9,15.56283068783118,"{'tp': 2.1500000000000004, 'fp': 10.987499999999999, 'tn': 6007.0, 'fn': 7, 'n_windows': 9, 'weighted': 1315.481375}","{'tp': 0.0, 'fp': 0.0, 'tn': 6007.0, 'fn': 9, 'n_windows': 9, 'weighted': 1312.54}","{'tp': 9.9, 'fp': 0.0, 'tn': 6007.0, 'fn': 0, 'n_windows': 9, 'weighted': 1331.44}",True
microsoft,service-unavailable,service-unavailable/unavail-01.csv,TCN,False,4752,11088,64,47,1,2.5,-0.0,0,0,0.0,"{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,service-unavailable,service-unavailable/unavail-01.csv,Transformer,False,4752,11088,64,47,1,2.5,-0.0,0,0,0.0,"{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-03.csv,Transformer,False,4752,11088,64,47,1,4.0,-22.0,66,0,0.0,"{'tp': 0.0, 'fp': 15.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1043.79}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,mongodb-application-rps,mongodb-application-rps/mongo-03.csv,TSMixer,False,4752,11088,64,95,1,4.0,-14.0,84,0,0.0,"{'tp': 0.0, 'fp': 20.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1043.24}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,service-unavailable,service-unavailable/unavail-01.csv,TSMixer,False,4752,11088,64,47,1,2.5,-0.0,0,0,0.0,"{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
microsoft,service-unavailable,service-unavailable/unavail-01.csv,IsolationForest,False,4752,11088,64,47,1,2.5,-0.0,0,0,0.0,"{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}","{'tp': 0.0, 'fp': 0.0, 'tn': 4752.0, 'fn': 0, 'n_windows': 0, 'weighted': 1045.44}",True
